,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,coordinates,latitude,longitude
3430,3430,Super built-up  Area,Ready To Move,Bellandur,4 BHK,Sonyxa ,3016,4.0,3.0,230.0,"12.9304278, 77.678404",12.9304278,77.678404
3431,3431,Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1000,2.0,2.0,44.0,"12.9041501, 77.6622042",12.9041501,77.6622042
3432,3432,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1215,2.0,2.0,39.0,"12.9698196, 77.7499721",12.9698196,77.7499721
3433,3433,Plot  Area,Ready To Move,Kanakadasa Layout,4 Bedroom,,1200,3.0,1.0,95.0,"13.0091654, 77.6299858",13.0091654,77.6299858
3434,3434,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Puarent,1336,2.0,2.0,100.0,"12.9578047, 77.7130364",12.9578047,77.7130364
3435,3435,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,673,1.0,1.0,36.85,"13.0250302, 77.53402419999999",13.0250302,77.53402419999999
3436,3436,Plot  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,1.0,58.0,"13.0249798, 77.6944104",13.0249798,77.6944104
3437,3437,Plot  Area,Ready To Move,Lingarajapuram,6 Bedroom,,600,7.0,2.0,63.0,"13.0130399, 77.626179",13.0130399,77.626179
3438,3438,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,,1600,3.0,3.0,160.0,"13.0055113, 77.5692358",13.0055113,77.5692358
3439,3439,Plot  Area,Ready To Move,Mallathahalli,2 Bedroom,,1200,2.0,0.0,79.0,"12.9619761, 77.49796529999999",12.9619761,77.49796529999999
3440,3440,Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,,2480,4.0,1.0,750.0,"12.9783692, 77.6408356",12.9783692,77.6408356
3441,3441,Super built-up  Area,18-Apr,Jayamahal Extension,3 BHK,,2500,3.0,,270.0,"13.0019991, 77.5956489",13.0019991,77.5956489
3442,3442,Plot  Area,Ready To Move,Devanahalli,5 Bedroom,,2400,5.0,3.0,100.0,"13.2437197, 77.7172413",13.2437197,77.7172413
3443,3443,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,,1143,2.0,2.0,65.0,"12.908942, 77.6464534",12.908942,77.6464534
3444,3444,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,JRrnauv,1470,2.0,2.0,61.74,"12.8630149, 77.5312772",12.8630149,77.5312772
3445,3445,Plot  Area,Ready To Move,Laxminarayana Layout,4 Bedroom,,1584,3.0,2.0,145.0,"12.9452387, 77.7115841",12.9452387,77.7115841
3446,3446,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Vaoodar,1785,3.0,2.0,94.0,"12.956924, 77.701127",12.956924,77.701127
3447,3447,Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,3.0,2.0,286.0,"12.9352403, 77.624532",12.9352403,77.624532
3448,3448,Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1460,3.0,3.0,71.0,"13.0551932, 77.6422206",13.0551932,77.6422206
3449,3449,Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1500,2.0,3.0,80.0,"13.0060924, 77.65944979999999",13.0060924,77.65944979999999
3450,3450,Plot  Area,Ready To Move,Yelahanka,5 Bedroom,,1200,4.0,1.0,140.0,"13.1154662, 77.6069977",13.1154662,77.6069977
3451,3451,Built-up  Area,Ready To Move,Sanjay nagar,5 BHK,,3300,3.0,,250.0,"13.0369229, 77.57851339999999",13.0369229,77.57851339999999
3452,3452,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1230,2.0,2.0,48.0,"12.9120815, 77.5462476",12.9120815,77.5462476
3453,3453,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,20.0,"13.1042445, 77.5713193",13.1042445,77.5713193
3454,3454,Super built-up  Area,Ready To Move,Benson Town,2 BHK,,1480,2.0,,120.0,"13.004681, 77.59994429999999",13.004681,77.59994429999999
3455,3455,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,1.0,43.92,"13.0559193, 77.6324513",13.0559193,77.6324513
3456,3456,Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1570,3.0,1.0,115.0,"13.0029587, 77.66776689999999",13.0029587,77.66776689999999
3457,3457,Built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,,3000,3.0,3.0,400.0,"13.0068182, 77.5812849",13.0068182,77.5812849
3458,3458,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,86.91,"13.0606824, 77.5117782",13.0606824,77.5117782
3459,3459,Plot  Area,Ready To Move,Banagiri Nagar,3 Bedroom,,1350,3.0,1.0,380.0,"12.9266791, 77.5597925",12.9266791,77.5597925
3460,3460,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,4000,5.0,2.0,600.0,"12.910911, 77.6844166",12.910911,77.6844166
3461,3461,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1100,2.0,0.0,68.0,"13.0084887, 77.6737028",13.0084887,77.6737028
3462,3462,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,2.0,1.0,87.01,"12.9293653, 77.5569265",12.9293653,77.5569265
3463,3463,Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719,3.0,2.0,116.0,"12.9093873, 77.6774428",12.9093873,77.6774428
3464,3464,Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,35.0,"13.1342839, 77.74663869999999",13.1342839,77.74663869999999
3465,3465,Super built-up  Area,18-Dec,Sonnenahalli,2 BHK,Skacak ,1011,2.0,1.0,50.53,"13.0150482, 77.7380549",13.0150482,77.7380549
3466,3466,Built-up  Area,Ready To Move,Akshya Nagar,6 Bedroom,,2400,6.0,0.0,130.0,"13.0216524, 77.6817356",13.0216524,77.6817356
3467,3467,Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3 BHK,,1680,3.0,2.0,85.0,"13.0899872, 77.605638",13.0899872,77.605638
3468,3468,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,VSlistr,704 - 730,2.0,0.0,49.475,"13.0250302, 77.53402419999999",13.0250302,77.53402419999999
3469,3469,Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,,700,4.0,2.0,110.0,"12.9312228, 77.5671468",12.9312228,77.5671468
3470,3470,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Skstark,1520,2.0,2.0,150.0,"12.9698196, 77.7499721",12.9698196,77.7499721
3471,3471,Carpet  Area,Ready To Move,Uttarahalli,3 BHK,Vancya ,1350,2.0,2.0,53.0,"12.9069823, 77.552059",12.9069823,77.552059
3472,3472,Super built-up  Area,15-Nov,Kothanur,3 BHK,Somumys,1760,3.0,,150.0,"13.0551932, 77.6422206",13.0551932,77.6422206
3473,3473,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,875,2.0,1.0,33.0,"12.9826969, 77.7403401",12.9826969,77.7403401
3474,3474,Super built-up  Area,Ready To Move,Hennur,2 BHK,Adity T,1231,2.0,2.0,48.0,"13.0359337, 77.64314759999999",13.0359337,77.64314759999999
3475,3475,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Abeesmi,1174,2.0,3.0,74.0,"12.8985899, 77.6514648",12.8985899,77.6514648
3476,3476,Built-up  Area,Ready To Move,Munnekollal,3 BHK,DaniaNe,1560,3.0,3.0,75.0,"12.9530189, 77.7088108",12.9530189,77.7088108
3477,3477,Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2 BHK,,1464,2.0,2.0,56.0,"12.8742148, 77.6498994",12.8742148,77.6498994
3478,3478,Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,,2200,3.0,2.0,130.0,"12.8630149, 77.5312772",12.8630149,77.5312772
3479,3479,Built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,,850,2.0,2.0,55.0,"12.9856503, 77.60569269999999",12.9856503,77.60569269999999
3480,3480,Built-up  Area,Ready To Move,Sahyadri Layout,3 BHK,Adthm R,1750,3.0,1.0,180.0,"12.895046, 77.5920295",12.895046,77.5920295
3481,3481,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,NCaveun,2024,3.0,,157.0,"12.9118374, 77.579495",12.9118374,77.579495
3482,3482,Plot  Area,Ready To Move,Mathikere SBM colony,2 Bedroom,,1500,1.0,0.0,160.0,"13.0363247, 77.5558518",13.0363247,77.5558518
3483,3483,Plot  Area,Ready To Move,"white field,kadugodi",6 Bedroom,,2100,6.0,,275.0,"12.9963076, 77.7614438",12.9963076,77.7614438
3484,3484,Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2408,4.0,2.0,260.0,"12.9653506, 77.64930989999999",12.9653506,77.64930989999999
3485,3485,Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,44.0,"13.2437197, 77.7172413",13.2437197,77.7172413
3486,3486,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,2070,3.0,2.0,225.0,"12.9783692, 77.6408356",12.9783692,77.6408356
3487,3487,Built-up  Area,18-Dec,Electronic City,2 BHK,,1020,2.0,1.0,29.46,"12.8452145, 77.6601695",12.8452145,77.6601695
3488,3488,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,55.0,"12.8889855, 77.6256714",12.8889855,77.6256714
3489,3489,Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,1575,5.0,1.0,158.0,"13.0145937, 77.55140469999999",13.0145937,77.55140469999999
3490,3490,Plot  Area,Ready To Move,Kodichikkanahalli,4 Bedroom,,3250,4.0,1.0,180.0,"12.8953449, 77.61503689999999",12.8953449,77.61503689999999
3491,3491,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1175,2.0,1.0,47.0,"12.9069823, 77.552059",12.9069823,77.552059
3492,3492,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1030,2.0,1.0,34.5,"12.979699, 77.761624",12.979699,77.761624
3493,3493,Super built-up  Area,18-Jul,Hebbal,2 BHK,Mahosya,1440,2.0,1.0,115.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
3494,3494,Built-up  Area,Ready To Move,Hoodi,2 BHK,SMaxyay,1500,2.0,1.0,84.0,"12.9895552, 77.71265710000002",12.9895552,77.71265710000002
3495,3495,Plot  Area,Ready To Move,Thanisandra,1 Bedroom,,1380,1.0,1.0,62.1,"13.0559193, 77.6324513",13.0559193,77.6324513
3496,3496,Built-up  Area,Ready To Move,Bagalur,2 BHK,Haows M,1200,2.0,3.0,50.0,"13.151285, 77.668837",13.151285,77.668837
3497,3497,Built-up  Area,Ready To Move,Vinayak Nagar,1 BHK,,705,1.0,2.0,36.5,"12.9633121, 77.6792237",12.9633121,77.6792237
3498,3498,Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,2240,5.0,2.0,155.0,"12.8991793, 77.6669909",12.8991793,77.6669909
3499,3499,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1584.01,3.0,1.0,103.0,"13.0675728, 77.63355729999999",13.0675728,77.63355729999999
3500,3500,Super built-up  Area,Ready To Move,P Krishnappa Layout,3 BHK,Apitea ,1340,3.0,3.0,77.0,"12.9071015, 77.6918946",12.9071015,77.6918946
3501,3501,Super built-up  Area,Ready To Move,Green Garden Layout,3 BHK,Mas 2 H,1800,3.0,2.0,70.0,"12.9528439, 77.7155193",12.9528439,77.7155193
3502,3502,Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1200,2.0,3.0,45.0,"13.0247291, 77.5947532",13.0247291,77.5947532
3503,3503,Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,AsastDe,685,1.0,1.0,40.0,"12.910911, 77.6844166",12.910911,77.6844166
3504,3504,Super built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin ,925,2.0,3.0,42.0,"13.0334934, 77.67388799999999",13.0334934,77.67388799999999
3505,3505,Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1230,2.0,2.0,57.0,"12.9849008, 77.76580179999999",12.9849008,77.76580179999999
3506,3506,Plot  Area,Ready To Move,Manjunath Nagar,5 Bedroom,,1200,5.0,1.0,185.0,"12.9817986, 77.5574781",12.9817986,77.5574781
3507,3507,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Aaubyya,1125,2.0,1.0,52.0,"12.8953449, 77.61503689999999",12.8953449,77.61503689999999
3508,3508,Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1100,2.0,1.0,54.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
3509,3509,Plot  Area,18-Aug,Jigani,3 Bedroom,Prllasw,2400,3.0,2.0,149.0,"12.7791043, 77.64359790000002",12.7791043,77.64359790000002
3510,3510,Super built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,41.58,"12.8441489, 77.6793813",12.8441489,77.6793813
3511,3511,Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1200,7.0,2.0,225.0,"12.9069823, 77.552059",12.9069823,77.552059
3512,3512,Super built-up  Area,Ready To Move,Jakkur,3 BHK,Ceezey ,1858,3.0,1.0,98.3,"13.0631411, 77.62067689999999",13.0631411,77.62067689999999
3513,3513,Plot  Area,Ready To Move,Adityanagar,1 Bedroom,,1260,1.0,1.0,41.0,"13.0923956, 77.553344",13.0923956,77.553344
3514,3514,Built-up  Area,Ready To Move,Ambedkar Nagar,4 BHK,SoechHa,3530,4.0,2.0,290.0,"13.0196325, 77.55406049999999",13.0196325,77.55406049999999
3515,3515,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,,1185,2.0,2.0,60.0,"12.9121181, 77.6445548",12.9121181,77.6445548
3516,3516,Plot  Area,Ready To Move,RMV 2nd Stage,2 Bedroom,,1200,2.0,1.0,216.0,"13.0422174, 77.5700444",13.0422174,77.5700444
3517,3517,Super built-up  Area,Ready To Move,Hennur,2 BHK,,1255,2.0,1.0,58.0,"13.0359337, 77.64314759999999",13.0359337,77.64314759999999
3518,3518,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,,3436,6.0,3.0,475.0,"12.9981732, 77.55304459999999",12.9981732,77.55304459999999
3519,3519,Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Brlms P,1335,3.0,2.0,89.0,"12.890984, 77.6400098",12.890984,77.6400098
3520,3520,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1999,3.0,2.0,132.0,"12.9720888, 77.694364",12.9720888,77.694364
3521,3521,Plot  Area,Ready To Move,Kanaka Nagar,2 Bedroom,,1200,2.0,1.0,125.0,"13.0341748, 77.60635409999999",13.0341748,77.60635409999999
3522,3522,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397,3.0,2.0,110.0,"12.9689968, 77.72088529999999",12.9689968,77.72088529999999
3523,3523,Plot  Area,Ready To Move,Jigani,10 Bedroom,Mae 2ra,1200,10.0,,105.0,"12.7791043, 77.64359790000002",12.7791043,77.64359790000002
3524,3524,Super built-up  Area,Ready To Move,Cooke Town,4 BHK,,3950,4.0,,450.0,"13.0031678, 77.6228252",13.0031678,77.6228252
3525,3525,Plot  Area,Ready To Move,Yelahanka New Town,2 Bedroom,KHatsFl,1200,2.0,1.0,130.0,"13.1042445, 77.5713193",13.1042445,77.5713193
3526,3526,Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,,1616,3.0,0.0,95.0,"12.8967455, 77.86674160000001",12.8967455,77.86674160000001
3527,3527,Plot  Area,Ready To Move,Banashankari Stage III,8 Bedroom,,1200,7.0,2.0,350.0,"12.9345271, 77.54352150000001",12.9345271,77.54352150000001
3528,3528,Built-up  Area,Ready To Move,Hanumantha Nagar,4 Bedroom,,1270,2.0,1.0,175.0,"12.9425468, 77.5625781",12.9425468,77.5625781
3529,3529,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,38.55,"12.9148603, 77.5206395",12.9148603,77.5206395
3530,3530,Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,"12.8630149, 77.5312772",12.8630149,77.5312772
3531,3531,Plot  Area,Ready To Move,Varthur,3 Bedroom,,1200,2.0,1.0,98.0,"12.9388787, 77.7412047",12.9388787,77.7412047
3532,3532,Built-up  Area,Ready To Move,Bagalakunte,1 Bedroom,,700,1.0,1.0,162.0,"13.052706, 77.4954875",13.052706,77.4954875
3533,3533,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1205.47,2.0,1.0,81.0,"12.9395989, 77.728955",12.9395989,77.728955
3534,3534,Plot  Area,Ready To Move,T Dasarahalli,3 Bedroom,,1200,3.0,2.0,130.0,"13.0507542, 77.5154276",13.0507542,77.5154276
3535,3535,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Naireru,1700,3.0,2.0,75.0,"12.8452145, 77.6601695",12.8452145,77.6601695
3536,3536,Plot  Area,Ready To Move,Thanisandra,5 Bedroom,,750,4.0,0.0,62.0,"13.0559193, 77.6324513",13.0559193,77.6324513
3537,3537,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1090,2.0,1.0,54.54,"12.8630149, 77.5312772",12.8630149,77.5312772
3538,3538,Super built-up  Area,Ready To Move,Yeshwanthpur,4 BHK,IBityin,3600,5.0,,220.0,"13.0250302, 77.53402419999999",13.0250302,77.53402419999999
3539,3539,Built-up  Area,Ready To Move,Kundalahalli,1 BHK,,2400,1.0,0.0,650.0,"12.9689968, 77.72088529999999",12.9689968,77.72088529999999
3540,3540,Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,923,1.0,1.0,60.84,"13.0559193, 77.6324513",13.0559193,77.6324513
3541,3541,Super built-up  Area,18-May,Muthurayya Swamy Layout,4 BHK,MacleK ,3595,6.0,2.0,360.0,"12.8750217, 77.6013407",12.8750217,77.6013407
3542,3542,Super built-up  Area,Ready To Move,Green Glen Layout,2 BHK,GaentAp,1050,2.0,2.0,48.0,"12.9269824, 77.6693608",12.9269824,77.6693608
3543,3543,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,2.0,2.0,79.5,"12.9698196, 77.7499721",12.9698196,77.7499721
3544,3544,Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482 - 1846,,,93.865,"13.0381291, 77.6480793",13.0381291,77.6480793
3545,3545,Built-up  Area,Ready To Move,Narayanapura,3 BHK,,1485,3.0,2.0,85.0,"13.0629024, 77.6450215",13.0629024,77.6450215
3546,3546,Super built-up  Area,19-Dec,Dommasandra,3 BHK,,1033,2.0,2.0,31.5,"12.8796531, 77.7536195",12.8796531,77.7536195
3547,3547,Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1400,2.0,1.0,48.0,"12.8452145, 77.6601695",12.8452145,77.6601695
3548,3548,Built-up  Area,Ready To Move,Indira Nagar,1 Bedroom,,500,1.0,0.0,70.0,"12.9783692, 77.6408356",12.9783692,77.6408356
3549,3549,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ascid P,944,2.0,1.0,35.0,"12.910911, 77.6844166",12.910911,77.6844166
3550,3550,Built-up  Area,Ready To Move,Whitefield,5 Bedroom,,3250,5.0,0.0,290.0,"12.9698196, 77.7499721",12.9698196,77.7499721
3551,3551,Super built-up  Area,19-Mar,Whitefield,2 BHK,Prtates,1216,2.0,1.0,66.48,"12.9698196, 77.7499721",12.9698196,77.7499721
3552,3552,Super built-up  Area,Ready To Move,Thirumenahalli,2 BHK,,1100,2.0,1.0,39.5,"13.0903553, 77.6278377",13.0903553,77.6278377
3553,3553,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Moity S,1743,3.0,2.0,93.25,"13.0559193, 77.6324513",13.0559193,77.6324513
3554,3554,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1274,2.0,2.0,48.42,"13.1154662, 77.6069977",13.1154662,77.6069977
3555,3555,Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,,2500,3.0,2.0,425.0,"12.971206, 77.5978193",12.971206,77.5978193
3556,3556,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,SaodySa,1512,2.0,2.0,110.0,"12.910397, 77.484109",12.910397,77.484109
3557,3557,Super built-up  Area,Ready To Move,Dollars Colony,4 BHK,,3100,5.0,1.0,385.0,"13.041526, 77.5683899",13.041526,77.5683899
3558,3558,Super built-up  Area,Ready To Move,Cox Town,3 BHK,,1650,3.0,3.0,100.0,"12.9965726, 77.6303226",12.9965726,77.6303226
3559,3559,Built-up  Area,Ready To Move,Doddathoguru,3 BHK,SryleHo,1875,3.0,1.0,55.0,"12.8479159, 77.6528024",12.8479159,77.6528024
3560,3560,Built-up  Area,Ready To Move,Whitefield,3 BHK,,1350,3.0,2.0,54.0,"12.9698196, 77.7499721",12.9698196,77.7499721
3561,3561,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,,1219,2.0,2.0,40.0,"13.0686087, 77.57812249999999",13.0686087,77.57812249999999
3562,3562,Plot  Area,Ready To Move,Goraguntepalya,4 Bedroom,,1200,4.0,1.0,150.0,"13.0273469, 77.538296",13.0273469,77.538296
3563,3563,Plot  Area,Ready To Move,Sarjapura - Attibele Road,3 Bedroom,,2400,3.0,3.0,85.0,"12.8585906, 77.7832134",12.8585906,77.7832134
3564,3564,Super built-up  Area,Ready To Move,Hormavu,2 BHK,,1141,2.0,1.0,44.4,"13.0326328, 77.6583345",13.0326328,77.6583345
3565,3565,Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1151,2.0,1.0,43.1,"13.0249798, 77.6944104",13.0249798,77.6944104
3566,3566,Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,Prana S,832,3.0,1.0,77.0,"12.9029804, 77.6241936",12.9029804,77.6241936
3567,3567,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,915,2.0,1.0,38.0,"12.910911, 77.6844166",12.910911,77.6844166
3568,3568,Plot  Area,Ready To Move,Rajankunte,3 Bedroom,,3259,3.0,0.0,270.0,"13.1746853, 77.54847560000002",13.1746853,77.54847560000002
3569,3569,Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,1.0,65.12,"12.8741876, 77.5946855",12.8741876,77.5946855
3570,3570,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,139.0,"12.9918835, 77.7266088",12.9918835,77.7266088
3571,3571,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,MCngeha,1200,2.0,2.0,53.0,"12.9836351, 77.6797411",12.9836351,77.6797411
3572,3572,Super built-up  Area,Ready To Move,Singasandra,2 BHK,Phhidx ,1300,2.0,2.0,65.0,"12.8811382, 77.64938389999999",12.8811382,77.64938389999999
3573,3573,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Amivace,1457,2.0,2.0,85.0,"12.9304278, 77.678404",12.9304278,77.678404
3574,3574,Super built-up  Area,Ready To Move,Kannamangala,2 BHK,Marnaer,1262,2.0,2.0,55.0,"13.027138, 77.760812",13.027138,77.760812
3575,3575,Plot  Area,Ready To Move,BEML Layout,4 Bedroom,,1196,3.0,1.0,150.0,"12.959641, 77.717308",12.959641,77.717308
3576,3576,Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,,900,2.0,2.0,22.5,"12.8389444, 77.6898209",12.8389444,77.6898209
3577,3577,Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,420,1.0,1.0,17.0,"12.778963, 77.7702029",12.778963,77.7702029
3578,3578,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,,1160,2.0,1.0,46.39,"12.9427853, 77.57792649999999",12.9427853,77.57792649999999
3579,3579,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1115,2.0,2.0,50.0,"12.9093873, 77.6774428",12.9093873,77.6774428
3580,3580,Built-up  Area,Ready To Move,JP Nagar,3 BHK,,1315,2.0,1.0,85.4,"12.9063433, 77.5856825",12.9063433,77.5856825
3581,3581,Built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1500,2.0,2.0,57.0,"13.0228229, 77.6520917",13.0228229,77.6520917
3582,3582,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SruntFa,1127,2.0,1.0,68.0,"12.9121181, 77.6445548",12.9121181,77.6445548
3583,3583,Super built-up  Area,18-Feb,Kundalahalli,3 BHK,Dieldli,1397,3.0,2.0,104.0,"12.9689968, 77.72088529999999",12.9689968,77.72088529999999
3584,3584,Built-up  Area,20-Dec,Whitefield,2 BHK,,1173,2.0,1.0,60.0,"12.9698196, 77.7499721",12.9698196,77.7499721
3585,3585,Super built-up  Area,Ready To Move,Sompura,2 BHK,,1090,2.0,2.0,28.0,"12.8713766, 77.7666865",12.8713766,77.7666865
3586,3586,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maana E,2720,5.0,,210.0,"12.910911, 77.6844166",12.910911,77.6844166
3587,3587,Super built-up  Area,18-May,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,76.0,"13.0631411, 77.62067689999999",13.0631411,77.62067689999999
3588,3588,Super built-up  Area,Ready To Move,6th Block Rajaji Nagar,4 BHK,,3200,3.0,3.0,190.0,"12.9787283, 77.5554935",12.9787283,77.5554935
3589,3589,Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,Daivon ,858,2.0,1.0,31.57,"12.910911, 77.6844166",12.910911,77.6844166
3590,3590,Super built-up  Area,21-Mar,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,121.0,"12.8690867, 77.53415799999999",12.8690867,77.53415799999999
3591,3591,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1689.28,3.0,2.0,91.2,"12.9069823, 77.552059",12.9069823,77.552059
3592,3592,Built-up  Area,Ready To Move,Vishwapriya Layout,4 BHK,,600,3.0,2.0,73.0,"12.8820179, 77.62476079999999",12.8820179,77.62476079999999
3593,3593,Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1425,3.0,3.0,49.88,"12.9254533, 77.546757",12.9254533,77.546757
